mun_id	year	F_n	F_semanas	F_ave_semanas	M_n	M_semanas	M_ave_semanas	T_n	T_semanas	T_ave_semanas
6525	2018	871	37121	42.61882893226177	1587	57949	36.51480781348456	2458	95070	38.67778681855167
6525	2019	798	35202	44.11278195488722	1386	53817	38.82900432900433	2184	89019	40.75961538461539
6540	2018	410	17849	43.53414634146341	792	27555	34.791666666666664	1202	45404	37.77371048252912
6540	2019	390	17651	45.258974358974356	755	27721	36.71655629139073	1145	45372	39.62620087336244
2510	2018	2474	78568	31.75747776879547	3126	89946	28.773512476007678	5600	168514	30.091785714285713
2510	2019	2517	82000	32.57846642828764	3217	97209	30.217283183089837	5734	179209	31.253749564004185
2515	2018	18520	702914	37.95431965442764	19521	695800	35.64366579580964	38041	1398714	36.76859178255041
2515	2019	18339	702924	38.32946180271552	19155	688324	35.93442965283216	37494	1391248	37.10588360804395
2525	2018	1092	42589	39.00091575091575	1035	34702	33.52850241545894	2127	77291	36.338034790785144
2525	2019	1032	41407	40.123062015503876	950	33610	35.37894736842105	1982	75017	37.849142280524724
2505	2018	685	28148	41.09197080291971	772	23503	30.444300518134714	1457	51651	35.45024021962938
2505	2019	706	29306	41.50991501416431	734	23307	31.75340599455041	1440	52613	36.53680555555555
2520	2018	417	15448	37.04556354916067	535	13790	25.77570093457944	952	29238	30.712184873949578
2520	2019	467	16065	34.400428265524624	594	14527	24.456228956228955	1061	30592	28.833176248821868
2530	2018	160	5442	34.0125	205	5308	25.89268292682927	365	10750	29.45205479452055
2530	2019	155	5770	37.225806451612904	171	4923	28.789473684210527	326	10693	32.80061349693251
7005	2018	443	18162	40.99774266365689	649	22043	33.964560862865945	1092	40205	36.81776556776557
7005	2019	398	16897	42.45477386934673	573	20068	35.02268760907504	971	36965	38.069001029866115
7010	2018	1731	65051	37.58001155401502	3207	114934	35.838478328656066	4938	179985	36.44896719319563
7010	2019	1538	60571	39.38296488946684	2876	107508	37.381084840055635	4414	168079	38.07861350249207
7015	2018	7065	284041	40.203963198867655	11692	423462	36.21809784468012	18757	707503	37.71941141973663
7015	2019	5971	251825	42.174677608440795	10072	375593	37.290806195393166	16043	627418	39.108520850215044
7020	2018	1807	73740	40.807969009407856	4870	164908	33.86201232032854	6677	238648	35.741800209675006
7020	2019	1674	70097	41.87395459976105	4543	154218	33.946290997138455	6217	224315	36.08090718996301
1010	2018	548	23851	43.52372262773723	1013	32448	32.031589338598224	1561	56299	36.06598334401025
1010	2019	555	23875	43.01801801801802	961	28823	29.992715920915714	1516	52698	34.761213720316626
1035	2018	4937	197932	40.09155357504557	8503	284331	33.43890391626485	13440	482263	35.88266369047619
1035	2019	4355	182216	41.8406429391504	7592	251074	33.07086406743941	11947	433290	36.267682263329704
1030	2018	381	13469	35.351706036745405	345	10320	29.91304347826087	726	23789	32.76721763085399
1030	2019	374	13347	35.68716577540107	360	10610	29.47222222222222	734	23957	32.63896457765667
1012	2018	425	18551	43.64941176470588	622	25607	41.168810289389064	1047	44158	42.17574021012416
1012	2019	410	18677	45.55365853658537	586	24679	42.11433447098976	996	43356	43.53012048192771
1020	2018	1071	31745	29.640522875816995	1347	34187	25.380103934669638	2418	65932	27.2671629445823
1020	2019	1013	30635	30.241855873642645	1200	31560	26.3	2213	62195	28.104383190239496
1025	2018	506	22926	45.308300395256914	442	13956	31.574660633484164	948	36882	38.90506329113924
1025	2019	503	22870	45.46719681908549	454	14094	31.044052863436125	957	36964	38.62486938349007
1015	2018	505	22497	44.54851485148515	841	28803	34.24851367419738	1346	51300	38.11292719167905
1015	2019	487	21945	45.06160164271047	788	24937	31.645939086294415	1275	46882	36.770196078431375
1005	2018	607	26913	44.33772652388797	1102	38555	34.98638838475499	1709	65468	38.30778232884728
1005	2019	575	25388	44.15304347826087	1101	36588	33.23160762942779	1676	61976	36.97852028639618
3505	2018	311	14500	46.62379421221865	304	10125	33.30592105263158	615	24625	40.040650406504064
3505	2019	320	14347	44.834375	282	10363	36.748226950354606	602	24710	41.04651162790697
3520	2018	460	13981	30.393478260869564	1065	31940	29.990610328638496	1525	45921	30.112131147540982
3520	2019	351	11527	32.84045584045584	878	26941	30.684510250569478	1229	38468	31.300244100895036
3510	2018	698	31102	44.55873925501432	945	30174	31.93015873015873	1643	61276	37.29519172245892
3510	2019	672	30624	45.57142857142857	773	27842	36.01811125485123	1445	58466	40.46089965397924
3545	2018	1424	54154	38.02949438202247	2895	96033	33.1720207253886	4319	150187	34.77355869414216
3545	2019	1286	50668	39.39968895800933	2514	81944	32.5950676213206	3800	132612	34.897894736842105
3525	2018	1176	48717	41.42602040816327	2867	95225	33.214161144053016	4043	143942	35.602770220133564
3525	2019	1056	47074	44.577651515151516	2577	91187	35.384943733022894	3633	138261	38.05697770437655
3540	2018	18831	786154	41.747862567043704	22809	873081	38.27791661186374	41640	1659235	39.847142170989436
3540	2019	17221	737520	42.82678125544393	20575	806701	39.20782503037667	37796	1544221	40.85673087099164
3550	2018	2484	94421	38.01167471819646	4727	167604	35.45673788872435	7211	262025	36.33684648453751
3550	2019	2169	87860	40.507146150299675	4108	145386	35.39094449853943	6277	233246	37.158833837820616
3535	2018	820	31826	38.81219512195122	1272	42777	33.62971698113208	2092	74603	35.661089866156786
3535	2019	749	29444	39.31108144192256	1136	37749	33.22975352112676	1885	67193	35.646153846153844
3515	2018	222	9934	44.747747747747745	325	11579	35.62769230769231	547	21513	39.3290676416819
3515	2019	226	9796	43.34513274336283	350	11100	31.714285714285715	576	20896	36.27777777777778
3530	2018	1938	77345	39.90970072239422	3061	106814	34.89513230970271	4999	184159	36.83916783356671
3530	2019	1808	73870	40.857300884955755	2789	97979	35.13051272857655	4597	171849	37.38285838590385
2040	2018	123	5359	43.56910569105691	181	6145	33.950276243093924	304	11504	37.8421052631579
2040	2019	110	5201	47.28181818181818	215	6415	29.837209302325583	325	11616	35.74153846153846
2025	2018	1424	42582	29.903089887640448	1820	50928	27.982417582417582	3244	93510	28.825524044389642
2025	2019	1433	41714	29.109560362875087	1915	52560	27.446475195822455	3348	94274	28.15830346475508
2045	2018	152	6821	44.875	225	7895	35.08888888888889	377	14716	39.03448275862069
2045	2019	153	6926	45.26797385620915	187	7568	40.470588235294116	340	14494	42.629411764705885
2020	2018	508	22432	44.15748031496063	594	17743	29.87037037037037	1102	40175	36.45644283121597
2020	2019	513	22055	42.992202729044834	706	19883	28.162889518413596	1219	41938	34.40360951599672
2035	2018	160	7051	44.06875	238	8351	35.088235294117645	398	15402	38.698492462311556
2035	2019	166	7340	44.21686746987952	233	8402	36.06008583690987	399	15742	39.45363408521303
2005	2018	1782	76388	42.866442199775534	1924	72371	37.61486486486486	3706	148759	40.1400431732326
2005	2019	1744	74159	42.5223623853211	1891	73183	38.70068746694871	3635	147342	40.53425034387895
2015	2018	383	14278	37.27937336814622	638	14358	22.504702194357368	1021	28636	28.047012732615084
2015	2019	440	14918	33.904545454545456	597	14268	23.899497487437184	1037	29186	28.144648023143684
2010	2018	525	14979	28.53142857142857	553	16257	29.397830018083184	1078	31236	28.975881261595546
2010	2019	475	14312	30.130526315789474	543	16089	29.629834254143645	1018	30401	29.863457760314343
2030	2018	616	17578	28.535714285714285	723	18482	25.562932226832643	1339	36060	26.930545182972367
2030	2019	565	17366	30.73628318584071	730	19426	26.610958904109587	1295	36792	28.410810810810812
5522	2018	9953	392527	39.43805887672059	14805	552674	37.330226274907126	24758	945201	38.17759915986752
5522	2019	8975	365577	40.732813370473536	13544	507794	37.49217365623154	22519	873371	38.78373817665083
5532	2018	722	29182	40.418282548476455	1705	61501	36.07096774193548	2427	90683	37.36423568191182
5532	2019	657	27563	41.952815829528156	1487	55967	37.63752521856086	2144	83530	38.95988805970149
5525	2018	117933	4826607	40.9266871867925	162165	6259227	38.59789103690685	280098	11085834	39.57841184156974
5525	2019	104238	4402178	42.23198833438861	142047	5610434	39.49702563236112	246285	10012612	40.6545749842662
5515	2018	4332	168303	38.851108033241	6797	259321	38.15227306164484	11129	427624	38.424296882019945
5515	2019	3940	156054	39.60761421319797	6512	244128	37.48894348894349	10452	400182	38.28760045924225
5505	2018	406	14510	35.73891625615764	795	24139	30.363522012578617	1201	38649	32.180682764363034
5505	2019	328	14161	43.173780487804876	648	20958	32.342592592592595	976	35119	35.982581967213115
5535	2018	2486	94999	38.213596138374896	6986	233445	33.416117950186084	9472	328444	34.67525337837838
5535	2019	2199	86037	39.12551159618008	6164	206211	33.454088254380274	8363	292248	34.94535453784527
5530	2018	2804	112621	40.16440798858773	4542	169223	37.25737560546015	7346	281844	38.367002450313095
5530	2019	2462	104313	42.369212022745735	3943	155790	39.51052498097895	6405	260103	40.60936768149883
5510	2018	13334	506329	37.97277636118194	19939	744875	37.35769095742013	33273	1251204	37.604183572265804
5510	2019	11304	448993	39.71983368719037	17724	672690	37.95362220717671	29028	1121683	38.641415185338296
5520	2018	1605	63740	39.71339563862929	4528	164653	36.36329505300353	6133	228393	37.24001304418719
5520	2019	1519	61316	40.366030283080974	4286	153047	35.70858609426038	5805	214363	36.927304048234284
6035	2018	697	28157	40.3974175035868	1046	37788	36.12619502868069	1743	65945	37.83419391853127
6035	2019	630	26682	42.352380952380955	971	36536	37.627188465499486	1601	63218	39.486570893191754
6020	2018	2282	92716	40.629272567922875	3095	112488	36.34507269789984	5377	205204	38.16328807885438
6020	2019	2297	94353	41.07662168045277	2788	109357	39.22417503586801	5085	203710	40.060963618485744
6025	2018	3658	149291	40.812192454893385	4917	191753	38.997966239576975	8575	341044	39.77189504373178
6025	2019	3581	148000	41.32923764311645	4688	186618	39.80759385665529	8269	334618	40.46656185754021
6010	2018	13443	539690	40.146544670088524	18407	704716	38.28521758026837	31850	1244406	39.07083202511774
6010	2019	11896	492486	41.3992938802959	16366	651609	39.81479897348161	28262	1144095	40.48174226877079
6030	2018	1060	40619	38.31981132075472	1261	47360	37.557494052339415	2321	87979	37.90564411891426
6030	2019	993	40211	40.4944612286002	1219	46780	38.37571780147662	2212	86991	39.32685352622062
6005	2018	4780	190003	39.74958158995816	7183	272435	37.92774606710288	11963	462438	38.65568837248182
6005	2019	4295	177328	41.28707799767171	6496	255369	39.311730295566505	10791	432697	40.09795199703456
6045	2018	1630	63625	39.033742331288344	2064	76453	37.04118217054263	3694	140078	37.92041147807255
6045	2019	1567	62205	39.696873005743456	1960	74338	37.92755102040816	3527	136543	38.7136376523958
6040	2018	266	10893	40.95112781954887	408	15571	38.16421568627451	674	26464	39.26409495548961
6040	2019	263	11293	42.93916349809886	391	16244	41.54475703324808	654	27537	42.10550458715596
6015	2018	1232	45565	36.984577922077925	1714	63184	36.8634772462077	2946	108749	36.91412084181942
6015	2019	1033	39874	38.600193610842204	1583	58881	37.19583070120025	2616	98755	37.75038226299694
4065	2018	1618	64445	39.83003708281829	2258	78756	34.87865367581931	3876	143201	36.94556243550051
4065	2019	1452	59401	40.90977961432507	1996	73028	36.587174348697395	3448	132429	38.40748259860789
4015	2018	1145	44041	38.46375545851529	3506	107200	30.576155162578438	4651	151241	32.517953128359494
4015	2019	992	39793	40.113911290322584	2795	85465	30.577817531305904	3787	125258	33.07578558225509
4050	2018	352	15318	43.51704545454545	401	13750	34.28927680798005	753	29068	38.602921646746346
4050	2019	328	14599	44.50914634146341	331	11742	35.47432024169184	659	26341	39.971168437025796
4030	2018	11264	382936	33.99644886363637	14617	482968	33.041526989122254	25881	865904	33.45713071365094
4030	2019	10286	355839	34.59449737507291	13483	447202	33.167840984944	23769	803041	33.78522445201733
4040	2018	693	29387	42.40548340548341	1229	41429	33.709519934906425	1922	70816	36.84495317377731
4040	2019	657	28414	43.24809741248097	1116	38611	34.59767025089606	1773	67025	37.803158488437674
4045	2018	328	14349	43.7469512195122	620	21427	34.55967741935484	948	35776	37.73839662447257
4045	2019	324	14194	43.80864197530864	495	18773	37.925252525252525	819	32967	40.252747252747255
4005	2018	263	10738	40.82889733840304	768	23291	30.326822916666668	1031	34029	33.00581959262852
4005	2019	248	10141	40.891129032258064	578	17096	29.577854671280278	826	27237	32.97457627118644
4010	2018	753	30429	40.41035856573705	1152	44245	38.40711805555556	1905	74674	39.198950131233595
4010	2019	666	27910	41.906906906906904	1053	40727	38.67711301044634	1719	68637	39.92844677137871
4055	2018	432	13466	31.171296296296298	536	13313	24.83768656716418	968	26779	27.664256198347108
4055	2019	430	13890	32.30232558139535	520	13133	25.255769230769232	950	27023	28.445263157894736
4020	2018	1317	49717	37.75018982536067	1629	58445	35.87783916513198	2946	108162	36.71486761710794
4020	2019	1206	46251	38.350746268656714	1512	54306	35.916666666666664	2718	100557	36.996688741721854
4035	2018	972	30587	31.468106995884774	2102	60334	28.70313986679353	3074	90921	29.577423552374757
4035	2019	790	28604	36.20759493670886	1916	55649	29.04436325678497	2706	84253	31.135624538063563
4025	2018	3258	101024	31.007980356046655	3997	130344	32.610457843382534	7255	231368	31.890833907649895
4025	2019	2979	87687	29.435045317220546	3632	118404	32.60022026431718	6611	206091	31.17395250340342
4060	2018	282	11079	39.287234042553195	297	10687	35.98316498316498	579	21766	37.59240069084629
4060	2019	244	10386	42.5655737704918	262	9827	37.50763358778626	506	20213	39.94664031620553
550	2018	106	4203	39.65094339622642	104	3367	32.375	210	7570	36.04761904761905
550	2019	99	4152	41.93939393939394	101	3486	34.51485148514851	200	7638	38.19
530	2018	147	6133	41.72108843537415	290	9830	33.89655172413793	437	15963	36.52860411899314
530	2019	136	5834	42.89705882352941	263	8048	30.600760456273765	399	13882	34.79197994987469
515	2018	582	26768	45.99312714776632	686	22441	32.71282798833819	1268	49209	38.8083596214511
515	2019	644	27375	42.50776397515528	1002	27414	27.359281437125748	1646	54789	33.286148238153096
505	2018	3128	92479	29.56489769820972	4230	113037	26.722695035460994	7358	205516	27.930959499864095
505	2019	3173	95770	30.182792310116607	4394	121382	27.624487938097406	7567	217152	28.69723800713625
535	2018	148	5167	34.91216216216216	255	5905	23.15686274509804	403	11072	27.47394540942928
535	2019	164	5630	34.329268292682926	411	7364	17.91727493917275	575	12994	22.598260869565216
525	2018	297	10916	36.754208754208754	354	9857	27.84463276836158	651	20773	31.90937019969278
525	2019	302	10760	35.629139072847686	371	10595	28.557951482479783	673	21355	31.73105497771174
510	2018	143	6537	45.71328671328671	172	6793	39.49418604651163	315	13330	42.317460317460316
510	2019	169	6708	39.69230769230769	226	6690	29.601769911504423	395	13398	33.91898734177215
545	2018	3190	120329	37.720689655172414	3957	133829	33.82082385645691	7147	254158	35.561494333286696
545	2019	3002	116011	38.644570286475684	3839	133293	34.720760614743426	6841	249304	36.442625347171465
555	2018	536	24260	45.26119402985075	507	18053	35.60749506903353	1043	42313	40.56855225311601
555	2019	533	24508	45.9812382739212	528	18205	34.479166666666664	1061	42713	40.257304429783225
520	2018	148	6019	40.66891891891892	275	9065	32.96363636363636	423	15084	35.659574468085104
520	2019	142	5790	40.774647887323944	302	9507	31.480132450331126	444	15297	34.4527027027027
540	2018	92	4268	46.391304347826086	79	3054	38.65822784810127	171	7322	42.8187134502924
540	2019	89	4033	45.31460674157304	78	3027	38.80769230769231	167	7060	42.275449101796404
560	2018	251	11097	44.211155378486055	298	11786	39.5503355704698	549	22883	41.681238615664846
560	2019	238	10992	46.18487394957983	310	11579	37.351612903225806	548	22571	41.18795620437956
9120	2018	1069	43067	40.28718428437792	3335	116905	35.053973013493255	4404	159972	36.32425068119891
9120	2019	1066	42686	40.04315196998124	3171	113621	35.831283506780196	4237	156307	36.8909605853198
9127	2018	342	14917	43.61695906432749	498	19361	38.877510040160644	840	34278	40.80714285714286
9127	2019	318	14280	44.905660377358494	421	17635	41.888361045130644	739	31915	43.18673883626522
9135	2018	165	7391	44.7939393939394	210	7788	37.08571428571429	375	15179	40.477333333333334
9135	2019	158	7095	44.90506329113924	175	7517	42.95428571428572	333	14612	43.87987987987988
9110	2018	3306	149023	45.07652752571083	6365	188567	29.62560879811469	9671	337590	34.90745527866818
9110	2019	3273	148072	45.240452184540175	5721	172544	30.159762279321797	8994	320616	35.647765176784524
9115	2018	920	39539	42.97717391304348	1416	48637	34.34816384180791	2336	88176	37.74657534246575
9115	2019	906	38848	42.87858719646799	1296	45085	34.78780864197531	2202	83933	38.11671207992734
9130	2018	1568	68845	43.90625	2017	74845	37.107089737233515	3585	143690	40.08089260808926
9130	2019	1528	67737	44.330497382198956	2040	73884	36.21764705882353	3568	141621	39.69198430493274
9125	2018	551	23766	43.132486388384756	899	34244	38.09121245828698	1450	58010	40.00689655172414
9125	2019	509	22362	43.93320235756385	804	32015	39.819651741293534	1313	54377	41.41431835491242
9105	2018	713	32970	46.24123422159888	941	37744	40.11052072263549	1654	70714	42.75332527206771
9105	2019	715	33647	47.05874125874126	1000	39940	39.94	1715	73587	42.90787172011662
9340	2018	3354	149831	44.672331544424566	4444	156382	35.18946894689469	7798	306213	39.26814567837907
9340	2019	3265	145908	44.6885145482389	4097	144586	35.290700512570176	7362	290494	39.458571040478134
9335	2018	625	23153	37.0448	1093	30248	27.674290942360475	1718	53401	31.083236321303843
9335	2019	492	20573	41.8150406504065	1121	30210	26.949152542372882	1613	50783	31.483570985740855
9312	2018	116	5679	48.956896551724135	108	4594	42.53703703703704	224	10273	45.861607142857146
9312	2019	116	5812	50.10344827586207	100	4438	44.38	216	10250	47.4537037037037
9323	2018	163	6962	42.71165644171779	222	8656	38.990990990990994	385	15618	40.566233766233765
9323	2019	153	6941	45.366013071895424	233	8909	38.23605150214592	386	15850	41.06217616580311
9316	2018	182	7229	39.71978021978022	339	11365	33.525073746312685	521	18594	35.689059500959694
9316	2019	170	7279	42.81764705882353	340	12784	37.6	510	20063	39.33921568627451
9330	2018	1245	44957	36.11004016064257	3251	112258	34.53029836973239	4496	157215	34.967749110320284
9330	2019	1057	39024	36.91958372753075	2962	100301	33.86259284267387	4019	139325	34.66658372729535
9310	2018	163	7489	45.94478527607362	188	7509	39.941489361702125	351	14998	42.72934472934473
9310	2019	157	7492	47.71974522292994	177	7560	42.71186440677966	334	15052	45.06586826347306
9315	2018	355	16270	45.83098591549296	289	11205	38.77162629757785	644	27475	42.66304347826087
9315	2019	335	15733	46.96417910447761	257	10635	41.38132295719844	592	26368	44.54054054054054
9325	2018	509	22146	43.50884086444008	677	22758	33.61595273264402	1186	44904	37.861720067453625
9325	2019	481	21499	44.696465696465694	554	20510	37.021660649819495	1035	42009	40.58840579710145
9345	2018	2039	84092	41.24178518881805	2853	95141	33.34770417104802	4892	179233	36.63798037612428
9345	2019	1960	81979	41.82602040816327	2670	90946	34.06217228464419	4630	172925	37.3488120950324
9305	2018	252	11562	45.88095238095238	383	16545	43.19843342036553	635	28107	44.262992125984255
9305	2019	250	10985	43.94	366	15272	41.72677595628415	616	26257	42.625
9320	2018	2475	87302	35.27353535353535	6011	172243	28.654633172517052	8486	259545	30.58508131039359
9320	2019	2302	83120	36.107732406602956	5470	165102	30.183180987202924	7772	248222	31.93798250128667
8510	2018	274	11518	42.03649635036496	370	11987	32.3972972972973	644	23505	36.49844720496895
8510	2019	254	11380	44.803149606299215	317	11295	35.630914826498426	571	22675	39.711033274956215
8525	2018	671	23094	34.417287630402384	1788	50615	28.308165548098433	2459	73709	29.975193167954455
8525	2019	624	22715	36.40224358974359	1670	51067	30.579041916167665	2294	73782	32.16303400174368
8505	2018	268	9215	34.384328358208954	457	13774	30.14004376367615	725	22989	31.708965517241378
8505	2019	202	8899	44.054455445544555	391	13434	34.35805626598466	593	22333	37.6610455311973
8520	2018	2043	74436	36.434654919236415	3721	101058	27.1588282719699	5764	175494	30.446564885496183
8520	2019	1776	70929	39.9375	3166	94219	29.759633607075173	4942	165148	33.41723998381222
8530	2018	60	2463	41.05	87	3540	40.689655172413794	147	6003	40.83673469387755
8530	2019	53	2448	46.18867924528302	77	3383	43.935064935064936	130	5831	44.853846153846156
8515	2018	451	16713	37.05764966740576	734	22803	31.06675749318801	1185	39516	33.346835443037975
8515	2019	400	16699	41.7475	606	18965	31.295379537953796	1006	35664	35.45129224652087
8030	2018	693	26816	38.695526695526695	603	22340	37.04809286898839	1296	49156	37.92901234567901
8030	2019	541	24135	44.61182994454713	503	20842	41.435387673956264	1044	44977	43.08141762452107
8010	2018	1110	44840	40.3963963963964	1878	62386	33.219382321618745	2988	107226	35.8855421686747
8010	2019	1041	43692	41.971181556195965	1701	61811	36.33803644914756	2742	105503	38.47665937272064
8020	2018	448	18075	40.345982142857146	884	33254	37.61764705882353	1332	51329	38.53528528528528
8020	2019	425	16835	39.61176470588235	810	30855	38.092592592592595	1235	47690	38.61538461538461
8050	2018	211	8580	40.66350710900474	658	20302	30.854103343465045	869	28882	33.23590333716916
8050	2019	179	7427	41.49162011173184	523	14182	27.116634799235182	702	21609	30.78205128205128
8025	2018	326	14017	42.99693251533742	414	15965	38.56280193236715	740	29982	40.516216216216215
8025	2019	300	13111	43.70333333333333	368	14884	40.44565217391305	668	27995	41.90868263473054
8015	2018	960	36344	37.858333333333334	1992	66887	33.57781124497992	2952	103231	34.96985094850948
8015	2019	881	34938	39.6572077185017	1802	64378	35.72586015538291	2683	99316	37.01677226984719
